iterations,f=3,f=4,f=5,f=6,f=7,f=8,f=9,f=10
5074,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5075,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5076,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5077,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5078,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5079,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5080,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5081,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5082,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5083,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5084,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5085,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5086,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5087,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5088,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5089,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5090,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5091,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5092,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5093,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5094,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5095,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5096,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5097,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5098,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5099,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5100,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5101,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5102,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5103,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5104,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5105,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5106,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5107,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5108,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5109,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5110,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5111,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5112,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5113,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5114,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5115,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5116,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5117,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5118,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5119,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5120,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5121,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5122,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5123,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5124,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5125,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5126,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5127,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5128,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5129,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5130,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5131,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5132,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5133,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5134,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5135,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5136,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5137,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5138,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5139,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5140,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5141,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5142,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5143,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5144,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5145,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5146,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5147,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5148,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5149,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5150,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5151,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5152,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5153,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5154,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5155,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5156,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5157,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5158,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5159,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5160,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5161,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5162,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5163,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5164,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5165,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5166,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5167,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5168,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5169,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5170,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5171,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5172,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5173,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5174,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5175,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5176,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5177,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5178,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5179,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5180,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5181,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5182,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5183,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5184,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5185,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5186,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5187,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5188,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5189,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5190,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5191,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5192,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5193,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5194,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5195,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5196,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5197,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5198,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5199,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5200,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5201,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5202,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5203,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5204,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5205,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5206,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5207,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5208,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5209,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5210,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5211,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5212,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5213,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5214,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5215,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5216,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5217,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5218,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5219,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5220,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5221,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5222,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5223,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5224,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5225,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5226,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5227,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5228,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5229,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5230,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5231,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5232,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5233,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5234,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5235,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5236,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5237,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5238,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5239,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5240,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5241,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5242,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5243,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5244,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5245,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5246,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5247,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5248,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5249,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5250,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5251,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5252,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5253,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5254,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5255,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5256,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5257,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5258,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5259,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5260,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5261,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5262,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5263,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5264,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5265,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5266,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5267,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5268,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5269,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5270,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5271,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5272,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5273,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5274,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5275,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5276,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5277,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5278,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5279,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5280,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5281,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5282,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5283,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5284,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5285,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5286,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5287,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5288,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5289,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5290,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5291,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5292,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5293,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5294,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5295,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5296,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5297,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5298,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5299,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5300,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5301,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5302,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5303,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5304,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5305,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5306,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5307,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5308,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5309,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5310,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5311,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5312,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5313,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5314,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5315,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5316,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5317,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5318,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5319,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5320,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5321,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5322,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5323,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5324,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5325,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5326,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5327,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5328,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5329,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5330,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5331,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5332,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5333,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5334,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5335,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5336,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5337,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5338,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5339,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5340,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5341,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5342,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5343,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5344,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5345,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5346,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5347,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5348,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5349,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5350,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5351,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5352,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5353,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5354,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5355,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5356,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5357,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5358,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5359,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5360,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5361,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5362,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5363,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5364,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5365,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5366,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5367,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5368,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5369,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5370,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5371,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5372,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5373,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5374,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5375,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5376,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5377,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5378,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5379,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5380,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5381,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5382,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5383,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5384,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5385,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5386,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5387,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5388,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5389,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5390,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5391,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5392,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5393,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5394,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5395,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5396,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5397,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5398,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5399,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5400,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5401,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5402,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5403,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5404,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5405,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5406,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5407,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5408,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5409,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5410,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5411,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5412,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5413,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5414,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5415,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5416,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5417,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5418,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5419,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5420,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5421,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5422,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5423,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5424,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5425,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5426,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5427,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5428,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5429,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5430,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5431,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5432,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5433,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5434,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5435,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5436,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5437,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5438,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5439,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5440,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5441,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5442,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5443,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5444,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5445,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5446,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5447,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5448,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5449,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5450,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5451,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5452,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5453,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5454,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5455,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5456,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5457,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5458,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5459,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5460,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5461,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5462,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5463,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5464,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5465,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5466,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5467,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5468,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5469,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5470,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5471,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
