iterations,f=3,f=4,f=5,f=6,f=7,f=8,f=9,f=10
8229,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8230,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8231,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8232,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8233,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8234,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8235,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8236,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8237,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8238,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8239,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8240,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8241,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8242,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8243,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8244,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8245,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8246,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8247,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8248,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8249,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8250,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8251,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8252,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8253,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8254,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8255,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8256,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8257,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8258,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8259,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8260,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8261,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8262,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8263,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8264,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8265,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8266,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8267,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8268,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8269,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8270,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8271,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8272,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8273,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8274,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8275,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8276,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8277,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8278,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8279,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8280,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8281,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8282,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8283,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8284,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8285,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8286,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8287,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8288,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8289,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8290,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8291,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8292,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8293,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8294,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8295,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8296,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8297,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8298,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8299,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8300,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8301,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8302,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8303,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8304,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8305,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8306,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8307,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8308,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8309,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8310,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8311,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8312,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8313,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8314,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8315,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8316,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8317,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8318,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8319,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8320,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8321,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8322,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8323,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8324,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8325,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8326,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8327,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8328,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8329,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8330,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8331,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8332,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8333,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8334,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8335,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8336,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8337,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8338,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8339,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8340,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8341,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8342,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8343,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8344,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8345,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8346,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8347,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8348,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8349,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8350,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8351,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8352,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8353,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8354,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8355,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8356,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8357,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8358,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8359,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8360,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8361,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8362,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8363,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8364,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8365,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8366,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8367,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8368,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8369,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8370,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8371,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8372,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8373,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8374,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8375,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8376,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8377,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8378,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8379,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8380,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8381,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8382,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8383,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8384,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8385,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8386,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8387,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8388,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8389,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8390,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8391,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8392,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8393,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8394,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8395,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8396,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8397,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8398,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8399,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8400,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8401,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8402,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8403,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8404,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8405,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8406,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8407,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8408,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8409,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8410,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8411,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8412,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8413,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8414,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8415,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8416,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8417,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8418,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8419,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8420,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8421,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8422,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8423,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8424,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8425,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8426,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8427,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8428,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8429,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8430,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8431,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8432,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8433,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8434,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8435,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8436,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8437,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8438,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8439,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8440,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8441,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8442,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8443,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8444,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8445,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8446,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8447,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8448,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8449,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8450,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8451,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8452,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8453,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8454,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8455,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8456,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8457,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8458,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8459,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8460,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8461,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8462,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8463,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8464,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8465,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8466,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8467,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8468,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8469,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8470,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8471,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8472,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8473,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8474,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8475,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8476,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8477,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8478,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8479,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8480,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8481,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8482,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8483,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8484,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8485,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8486,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8487,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8488,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8489,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8490,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8491,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8492,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8493,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8494,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8495,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8496,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8497,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8498,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8499,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8500,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8501,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8502,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8503,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8504,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8505,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8506,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8507,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8508,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8509,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8510,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8511,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8512,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8513,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8514,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8515,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8516,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8517,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8518,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8519,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8520,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8521,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8522,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8523,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8524,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8525,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8526,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8527,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8528,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8529,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8530,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8531,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8532,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8533,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8534,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8535,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8536,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8537,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8538,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8539,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8540,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8541,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8542,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8543,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8544,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8545,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8546,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8547,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8548,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8549,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8550,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8551,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8552,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8553,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8554,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8555,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8556,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8557,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8558,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8559,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8560,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8561,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8562,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8563,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8564,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8565,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8566,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8567,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8568,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8569,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8570,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8571,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8572,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8573,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8574,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8575,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8576,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8577,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8578,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8579,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8580,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8581,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8582,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8583,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8584,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8585,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8586,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8587,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8588,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8589,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8590,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8591,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8592,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8593,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8594,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8595,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8596,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8597,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8598,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8599,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8600,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8601,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8602,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8603,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8604,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8605,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8606,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8607,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8608,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8609,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8610,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8611,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8612,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8613,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8614,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8615,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8616,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8617,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8618,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8619,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8620,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8621,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8622,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8623,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8624,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8625,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8626,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
