b,m,ssr
0.09,330,890.1416203045903
0.09,340,834.7486868056619
0.09,350,780.8793425377148
0.09,360,728.5997095445207
0.09,370,677.9780100016725
0.09,380,629.1124514252441
0.09,390,582.1555271050923
0.09,400,537.2847291537421
0.09,410,494.68198242192716
0.09,420,454.5405153401091
0.09,430,417.0445092576251
0.09,440,382.3647895872143
0.09,450,350.6566741698452
0.09,460,322.02189822951397
0.09,470,296.5208753197335
0.09,480,274.2182216623646
0.09,490,255.18783661839745
0.09,500,239.53903320590462
0.09,510,227.4571830678636
0.09,520,219.20727052191333
0.09,530,215.10953333781828
0.09,540,215.4578664021633
0.09,550,220.44556443444966
0.09,560,230.14626151448783
0.09,570,244.53264951437865
0.09,580,263.5577743557498
0.09,590,287.20130220781886
0.09,600,315.4328111407246
0.09,610,348.1972103490748
0.09,620,385.4413319047682
0.09,630,427.1026443717878
0.09,640,473.044706251487
0.09,650,523.0302459032837
0.09,660,576.7329279081766
0.09,670,633.7436774167137
0.09,680,693.6307956385316
0.09,690,756.0438439689482
0.09,700,820.7386448855711
0.09,710,887.4619311387788
0.09,720,955.9046712738665
0.09,730,1025.776365905187
0.09,740,1096.841429193877
0.09,750,1168.9564050592976
0.09,760,1242.0932086021721
0.09,770,1316.255601896438
0.09,780,1391.368627777446
0.09,790,1467.2990035466323
0.09,800,1543.969377410236
0.09,810,1621.4237281486658
0.09,820,1699.7455955701191
0.09,830,1778.9112518865124
0.09,840,1858.7638045014435
0.09,850,1939.096403501248
0.09,860,2019.72486910399
0.09,870,2100.5171692979234
0.09,880,2181.3939317344198
0.09,890,2262.3136551883113
0.09,900,2343.255877507319
0.09,910,2424.209953824736
0.09,920,2505.17012435124
0.09,930,2586.133690968568
0.09,940,2667.099741845144
0.09,950,2748.0662385985597
0.09,960,2829.0151873422055
0.09,970,2909.8339601029274
0.09,980,2989.944525415718
0.09,990,3066.9912204002967
0.09999999999999999,0,3258.9757510698955
0.09999999999999999,10,3189.6147167562403
0.09999999999999999,20,3111.8892220655307
0.09999999999999999,30,3032.204927466671
0.09999999999999999,40,2952.4017957988794
0.09999999999999999,50,2872.8366080484184
0.09999999999999999,60,2793.6055180808653
0.09999999999999999,70,2714.770197567829
0.09999999999999999,80,2636.3568426430447
0.09999999999999999,90,2558.3780493508657
0.09999999999999999,100,2480.888694619856
0.09999999999999999,110,2403.977969393724
0.09999999999999999,120,2327.70260865799
0.09999999999999999,130,2252.0675131142493
0.09999999999999999,140,2177.046725834757
0.09999999999999999,150,2102.5910554484594
0.09999999999999999,160,2028.648688543859
0.09999999999999999,170,1955.1929733267814
0.09999999999999999,180,1882.2426702375615
0.09999999999999999,190,1809.857532338071
0.09999999999999999,200,1738.101976312382
0.09999999999999999,210,1667.0302340809635
0.09999999999999999,220,1596.7070954099752
0.09999999999999999,230,1527.2387476450842
0.09999999999999999,240,1458.7798362128265
0.09999999999999999,250,1391.4595001363086
0.09999999999999999,260,1325.3306039446159
0.09999999999999999,270,1260.4180838795041
0.09999999999999999,280,1196.7665459125726
0.09999999999999999,290,1134.4257411405522
0.09999999999999999,300,1073.416910976537
0.09999999999999999,310,1013.7490018049026
0.09999999999999999,320,955.4523833541937
0.09999999999999999,330,898.5740208228023
0.09999999999999999,340,843.1590271270059
0.09999999999999999,350,789.2635800275535
0.09999999999999999,360,736.95539978554
0.09999999999999999,370,686.2944111287889
0.09999999999999999,380,637.3717507521376
0.09999999999999999,390,590.3484855456692
0.09999999999999999,400,545.4087339829455
0.09999999999999999,410,502.73320571687157
0.09999999999999999,420,462.522092386583
0.09999999999999999,430,424.96171709105766
0.09999999999999999,440,390.2240082335325
0.09999999999999999,450,358.47535435460003
0.09999999999999999,460,329.8134067623319
0.09999999999999999,470,304.2842277355069
0.09999999999999999,480,281.949333671853
0.09999999999999999,490,262.87328684905805
0.09999999999999999,500,247.15289963664137
0.09999999999999999,510,234.9735664340473
0.09999999999999999,520,226.60914623041552
0.09999999999999999,530,222.40647356927994
0.09999999999999999,540,222.68352856940393
0.09999999999999999,550,227.64006512255995
0.09999999999999999,560,237.34425677128834
0.09999999999999999,570,251.7439942419354
0.09999999999999999,580,270.7775044907095
0.09999999999999999,590,294.43378327162316
0.09999999999999999,600,322.6863557715047
0.09999999999999999,610,355.4738006985547
0.09999999999999999,620,392.7475378012388
0.09999999999999999,630,434.46485571004416
0.09999999999999999,640,480.49802496906443
0.09999999999999999,650,530.6059932875437
0.09999999999999999,660,584.4586796530858
0.09999999999999999,670,641.6266965450119
0.09999999999999999,680,701.6471392700839
0.09999999999999999,690,764.1611075451344
0.09999999999999999,700,828.9571152874349
0.09999999999999999,710,895.7953073930069
0.09999999999999999,720,964.3446356675104
0.09999999999999999,730,1034.3032900414378
0.09999999999999999,740,1105.4239623338622
0.09999999999999999,750,1177.5575516963427
0.09999999999999999,760,1250.7013012792017
0.09999999999999999,770,1324.8916228724136
0.09999999999999999,780,1400.0477069256654
0.09999999999999999,790,1476.0039230004024
0.09999999999999999,800,1552.6648133580427
0.09999999999999999,810,1630.0989241592058
0.09999999999999999,820,1708.4336268372133
0.09999999999999999,830,1787.6536294911891
0.09999999999999999,840,1867.5778372931659
0.09999999999999999,850,1947.976530398645
0.09999999999999999,860,2028.654627020448
0.09999999999999999,870,2109.478638177458
0.09999999999999999,880,2190.373335734468
0.09999999999999999,890,2271.3026122006827
0.09999999999999999,900,2352.24997247726
0.09999999999999999,910,2433.206811238231
0.09999999999999999,920,2514.168295331666
0.09999999999999999,930,2595.13228790621
0.09999999999999999,940,2676.09858264841
0.09999999999999999,950,2757.0676714381275
0.09999999999999999,960,2838.0331030594016
0.09999999999999999,970,2918.9309564537634
0.09999999999999999,980,2999.3430166582434
0.09999999999999999,990,3077.1352764953976
